name,genre,type,episodes,members,rating
Senkou no Night Raid Picture Drama,"Action, Historical, Super Power",Special,1.0,1543,6.28
Shin Kujakuou,"Action, Demons, Horror",OVA,2.0,743,6.28
Sore Ike! Anpanman: Ruby no Negai,"Comedy, Kids, Magic",Movie,1.0,162,6.28
"Tetsuwan Atom: Kagayakeru Hoshi - Anata wa Aoku, Utsukushii...","Mecha, Sci-Fi",Movie,1.0,302,6.28
True Tears: Raigomaru to Jibeta no Monogatari,Kids,Special,1.0,5110,6.28
Uchuu no Kishi Tekkaman Blade OVA: Missing Link,"Action, Mecha, Sci-Fi, Shounen",OVA,1.0,1056,6.28
World Calling,Music,Music,1.0,578,6.28
Yobarete Tobidete Akubi-chan,"Comedy, Fantasy, Kids",TV,26.0,233,6.28
Akuemon,"Fantasy, Romance",OVA,1.0,453,6.27
Ar Tonelico: Sekai no Owari de Utai Tsuzukeru Shoujo,"Action, Adventure, Fantasy, Magic, Sci-Fi",OVA,1.0,10531,6.27
BlazBlue: Alter Memory,"Action, Fantasy",TV,12.0,52965,6.27
By Your Side,Music,Music,1.0,550,6.27
Chika Gentou Gekiga: Shoujo Tsubaki,"Drama, Historical, Horror",Movie,1.0,8214,6.27
Donyatsu,"Comedy, Sci-Fi, Seinen",Movie,12.0,2168,6.27
Dragon Quest Retsuden: Roto no Monshou,"Adventure, Fantasy, Magic, Shounen",Movie,1.0,590,6.27
Dream Festival!,Music,ONA,12.0,4761,6.27
Dream Hunter Rem,"Ecchi, Magic",OVA,4.0,1442,6.27
Duel Masters VS,"Action, Adventure, Comedy, Shounen",TV,49.0,374,6.27
Earthian,"Drama, Shoujo, Shounen Ai",OVA,4.0,5394,6.27
Haja Taisei Dangaiou,"Action, Adventure, Mecha, Sci-Fi",OVA,3.0,2350,6.27
Kamen Rider Fourze x Crayon Shin-chan,"Action, Comedy, Kids, Shounen",Special,4.0,440,6.27
Kouryuu Densetsu Villgust,"Action, Adventure, Comedy, Fantasy, Romance",OVA,2.0,1079,6.27
Kyoto Animation: Kasa-hen,Fantasy,Special,1.0,2317,6.27
Mahou no Tenshi Creamy Mami: Curtain Call,"Comedy, Music, Shoujo",Music,1.0,298,6.27
Maken-Ki! Specials,"Ecchi, Sports",Special,6.0,13691,6.27
Metropolis (2009),Hentai,Movie,1.0,313,6.27
Mukougaoka Chisato wa Tada Mitsumeteita no Datta,Music,Music,1.0,794,6.27
Otohime Connection,"Drama, Mystery, Romance, Shoujo, Slice of Life",OVA,1.0,259,6.27
Plastic Little,"Action, Adventure, Comedy, Ecchi, Mecha, Military, Romance, Sci-Fi",OVA,1.0,7287,6.27
Princess Lover! Picture Drama,"Comedy, Ecchi, Harem, School",Special,6.0,7132,6.27
Sengoku☆Paradise Kiwami,"Action, Comedy, Drama, Historical, Romance, Samurai, Shoujo",TV,26.0,3473,6.27
Shinseiki Duel Masters Flash,"Comedy, Kids",TV,24.0,314,6.27
Tabi Machi Late Show,Drama,TV,4.0,5430,6.27
To Heart: Remember My Memories Specials,"Comedy, Martial Arts, Parody, Samurai, Sci-Fi, Super Power",Special,7.0,2198,6.27
Tono to Issho 1.5,"Comedy, Historical, Parody, Samurai, Seinen",OVA,1.0,462,6.27
Tsuki wa Higashi ni Hi wa Nishi ni: Operation Sanctuary,"Comedy, Drama, Harem, Romance, Sci-Fi",TV,13.0,5200,6.27
"Umi no Yami, Tsuki no Kage","Drama, Horror, Romance",OVA,3.0,483,6.27
Wizard Barristers: Benmashi Cecil,Magic,TV,12.0,38188,6.27
100-man-nen Chikyuu no Tabi: Bander Book,Sci-Fi,Special,1.0,429,6.26
21 Emon Uchuu ike! Hadashi no Princess,"Comedy, Sci-Fi, Space",Movie,1.0,260,6.26
Akai Koudan Zillion: Utahime Yakyoku,"Adventure, Sci-Fi, Shounen",Special,1.0,533,6.26
Baku Tech! Bakugan Gachi,"Action, Game, Shounen",TV,39.0,690,6.26
Barbapapa,"Comedy, Fantasy",TV,45.0,1385,6.26
Beast Wars Second: LioConvoy in Imminent Danger!,"Action, Adventure, Sci-Fi",Movie,1.0,685,6.26
Bokurano Recap,"Drama, Mecha, Psychological, Sci-Fi",Special,1.0,1737,6.26
Chibikko Remi to Meiken Kapi,"Adventure, Drama, Slice of Life",Movie,1.0,351,6.26
Choujuu Densetsu Gestalt,"Adventure, Comedy, Fantasy, Shoujo",OVA,2.0,2601,6.26
Cyborg 009: Kaijuu Sensou,"Action, Adventure, Sci-Fi",Movie,1.0,806,6.26
Fighting Foodons,"Adventure, Comedy, Fantasy, Game, Shounen",TV,26.0,2580,6.26
Good Morning Call,"Comedy, Drama, Romance, School, Shoujo",OVA,1.0,3970,6.26
Haiyoru! Nyaruani: Remember My Love(craft-sensei) Special,"Comedy, Sci-Fi",Special,1.0,8434,6.26
Heart no Kuni no Alice: Wonderful Wonder World,"Fantasy, Harem, Romance, Shoujo",Movie,1.0,20532,6.26
iDOLM@STER Xenoglossia Specials,"Comedy, Mecha, Sci-Fi",Special,9.0,2377,6.26
Izumo,"Adventure, Fantasy, Historical",OVA,2.0,276,6.26
Jiu Se Lu,Supernatural,Movie,1.0,775,6.26
Kiss wa Hitomi ni Shite,"Comedy, Romance, Shoujo",OVA,1.0,356,6.26
Kusatta Kyoushi no Houteishiki,"Comedy, Romance, Shounen Ai",OVA,2.0,2649,6.26
Little Nemo Pilot,Adventure,Special,1.0,407,6.26
Madobe Nanami no Windows 7 de PC Jisaku Ouen Commercial!!,Comedy,OVA,1.0,6996,6.26
Mobile Suit Gundam UC: A Phantom World,"Action, Mecha",Special,1.0,383,6.25
New Dream Hunter Rem: Setsuriku no Mudenmekyu,"Ecchi, Magic",OVA,1.0,502,6.26
Oz no Mahoutsukai,Fantasy,Movie,1.0,357,6.26
SoniAni: Super Sonico The Animation,"Music, Slice of Life",TV,12.0,45748,6.26
Soul Link,"Action, Adventure, Comedy, Military, Romance, Sci-Fi, Space",TV,12.0,14641,6.26
Suntory Minami Alps no Tennen Mizu,"Drama, School",Special,3.0,3700,6.26
Tachiguishi Retsuden,Comedy,Movie,1.0,445,6.26
Tantei Team KZ Jiken Note,"Mystery, School",TV,16.0,9410,6.26
Top wo Nerae! Kagaku Kouza,"Comedy, Sci-Fi",Special,6.0,5479,6.26
Uribyeol ilhowa ulrookso,"Comedy, Kids, Magic, Romance",Movie,1.0,283,6.22
Yurumates 3D Plus: Natsuyasumi Maison du Wish Report,"Comedy, Seinen, Slice of Life",OVA,1.0,280,6.26
Yurumates 3D: Ushinawareta Genjitsu,"Comedy, Seinen, Slice of Life",OVA,1.0,1095,6.26
11eyes: Momoiro Genmutan,"Comedy, Ecchi, Super Power, Supernatural",Special,1.0,28144,6.25
Aa Harimanada,"Martial Arts, Seinen, Sports",TV,23.0,640,6.25
Aquarian Age: Sign for Evolution,"Action, Adventure, Fantasy, Music, Romance, Sci-Fi, Shounen, Super Power, Supernatural",TV,13.0,9268,6.25
Ark,"Action, Fantasy, Mecha, Military, Sci-Fi, Supernatural",Movie,1.0,721,6.25
Assemble Insert,"Comedy, Police, Sci-Fi",OVA,2.0,1566,6.25
Blade &amp; Soul,"Action, Adventure, Fantasy, Martial Arts",TV,13.0,72692,6.25
"Boku, Otaryman.","Comedy, Seinen, Slice of Life",OVA,1.0,3294,6.25
Dragon Age: Blood Mage no Seisen,"Action, Fantasy",Movie,1.0,6341,6.25
Eien no Filena,"Adventure, Drama, Fantasy",OVA,6.0,301,6.25
Final Fantasy,"Action, Adventure, Comedy, Fantasy",OVA,4.0,10325,6.25
Gon,"Action, Adventure, Kids",TV,50.0,917,6.25
Hashi no Mukou,"Historical, Horror, Supernatural",ONA,1.0,792,6.25
Huckleberry no Bouken,"Adventure, Drama, Historical",TV,26.0,748,6.25
Imawa no Kuni no Alice,Action,ONA,1.0,824,6.25
Ippatsu Kanta-kun,"Action, Adventure, Comedy, Kids, Sports",TV,53.0,310,6.25
Iron Man,"Action, Drama, Mecha",TV,12.0,17403,6.25
Junk Boy,"Comedy, Ecchi, Romance",OVA,1.0,3156,6.25
Kemono to Chat,Comedy,OVA,1.0,1175,6.25
Kouchou-sensei to Kujira,Drama,Movie,1.0,1441,6.25
Licca-chan no Nichiyoubi,Adventure,OVA,1.0,289,6.25
Mahou no Star Magical Emi: Kumo Hikaru,"Comedy, Shoujo, Slice of Life",OVA,1.0,368,6.25
Megumi,Historical,ONA,1.0,1105,6.25
Mobile Suit Gundam-san,"Comedy, Mecha, Parody",TV,13.0,3598,6.25
Moldiver,"Action, Comedy, Magic, Mecha, Romance, Sci-Fi",OVA,6.0,1584,6.25
Pinocchio yori Piccolino no Bouken,"Adventure, Kids",TV,52.0,852,6.25
Pokemon XY: Hoopa no Odemashi Daisakusen!!,"Comedy, Fantasy, Kids",Special,6.0,1544,6.25
Pokemon: Slowking no Ichinichi,"Fantasy, Kids",Special,1.0,6090,6.25
Queen&#039;s Blade: Rebellion Specials,Ecchi,Special,6.0,4989,6.25
Quiz Magic Academy: The Original Animation,"Comedy, Fantasy, Magic, School",OVA,1.0,7367,6.25
Riki-Oh: Toukatsu Jigoku,"Action, Martial Arts, Seinen, Super Power",OVA,1.0,1319,6.25
Rio: Rainbow Gate! Special,"Comedy, Ecchi, Game",Special,1.0,3037,6.25
SF Saiyuuki Starzinger (Movie),"Adventure, Mecha, Sci-Fi, Shounen",Movie,1.0,207,6.25
Shima Shima Tora no Shimajirou,"Adventure, Comedy, Fantasy, Kids, Magic",TV,726.0,237,6.25
Shisha no Sho,"Drama, Supernatural",Movie,1.0,722,6.25
Stitch!: Zutto Saikou no Tomodachi,"Adventure, Comedy, Kids",TV,29.0,751,6.25
Tiger &amp; Bunny Pilot,"Action, Comedy, Super Power",Special,1.0,5936,6.25
Tokyo Disney Resort: Yume ga Kanau Basho,Slice of Life,Special,1.0,727,6.25
Towa no Kizuna,Music,Music,1.0,1692,6.25
Urban Square: Kouhaku no Tsuigeki,"Action, Mystery, Seinen",OVA,1.0,656,6.25
Watashi no Coffee Samurai: Jihanki-teki na Kareshi,"Action, Romance, Samurai, Sci-Fi",Special,1.0,1335,6.25
Wind: A Breath of Heart,"Comedy, School",OVA,1.0,1557,6.25
Yakumo Tatsu,"Adventure, Historical, Horror, Shoujo, Supernatural",OVA,2.0,2427,6.25
Yami Shibai 3rd Season,"Dementia, Horror, Supernatural",TV,13.0,10557,6.25
Youma,"Action, Demons, Fantasy, Horror, Supernatural",OVA,2.0,4244,6.25
Yumeria,"Action, Comedy, Ecchi, Harem, Super Power",TV,12.0,19138,6.25
Yutori-chan,"Comedy, Slice of Life",ONA,25.0,3516,6.25
Zero Duel Masters,"Adventure, Comedy, Game, Sports",TV,12.0,1217,6.25
3 Choume no Tama: Onegai! Momo-chan wo Sagashite!!,"Adventure, Kids",Movie,1.0,282,6.24
Attraction,Mystery,ONA,1.0,1430,6.24
Burn Up!,"Action, Comedy, Ecchi, Police, Sci-Fi",OVA,1.0,4184,6.24
Calimero,Comedy,TV,45.0,2279,6.24
Connected,"Dementia, Music, Sci-Fi",Music,1.0,2697,6.24
Crystal Blaze,"Action, Sci-Fi",TV,12.0,11974,6.24
Dororo,Action,Special,1.0,278,6.24
Doujouji,"Historical, Supernatural",Movie,1.0,736,6.24
Fantasista Doll,"Fantasy, Magic, Sci-Fi",TV,12.0,18799,6.24
Gall Force: The Revolution,"Action, Adventure, Mecha, Military, Sci-Fi, Space",OVA,4.0,686,6.24
Getsumen To Heiki Mina Specials,"Action, Comedy, Ecchi, Shounen, Super Power",Special,2.0,804,6.24
Ginga Ojousama Densetsu Yuna: Kanashimi no Siren,"Action, Adventure, Comedy, Magic, Mecha, Sci-Fi",OVA,2.0,1748,6.24
Gunslinger Stratos: The Animation - Bunki/Futatsu no Mirai,"Action, Sci-Fi",Special,1.0,1379,6.24
Kaiketsu Zorori: Mahoutsukai no Deshi/Dai Kaizoku no Takara Sagashi,"Adventure, Comedy",Movie,1.0,203,6.24
Kaze no Matasaburou (Movie),"Fantasy, Supernatural",Movie,1.0,1131,6.24
Koisuru Tenshi Angelique: Chibi Character Adventure,"Adventure, Comedy",Special,1.0,516,6.24
Koko ni Iru,Slice of Life,ONA,1.0,401,6.24
Miracle Train: Chuo-sen e Youkoso,"Fantasy, Shoujo",Special,1.0,2961,6.24
Mirai no Watashi,"Comedy, Slice of Life",ONA,1.0,1089,6.24
Mobile Suit Gundam 0083: Stardust Memory - The Mayfly of Space,"Action, Drama, Mecha, Military, Sci-Fi, Space",Special,1.0,3528,6.24
Oishinbo,"Comedy, Seinen, Slice of Life",TV,136.0,552,6.24
Pants no Ana,"Comedy, Ecchi, School",OVA,1.0,236,6.24
Quiz Magic Academy: The Original Animation 2,"Comedy, Fantasy, Magic, School",OVA,1.0,3658,6.24
School Days ONA,"Drama, Romance, School",ONA,1.0,21104,6.24
Takamiya Nasuno Desu!: Teekyuu Spin-off Specials,"Comedy, Shounen",Special,2.0,885,6.24
The Five Killers,Action,ONA,1.0,312,6.24
Thermae Romae x TOTO Collaboration,"Comedy, Historical, Seinen",Special,1.0,447,6.24
Tokimeki Memorial: Forever With You,"Drama, Romance, School",OVA,2.0,1734,6.24
True Love Story,Romance,OVA,3.0,3409,6.24
Valkyrie Drive: Mermaid Specials,"Action, Ecchi, Fantasy, Shoujo Ai",Special,6.0,5679,6.24
Wolverine,"Action, Martial Arts, Super Power",TV,12.0,14989,6.24
Baymax,"Drama, Music, Sci-Fi, Slice of Life",Music,1.0,651,6.23
Black Bullet: Tenchuu＊Girls,Fantasy,Special,1.0,6806,6.23
Dragon&#039;s Heaven,"Action, Adventure, Fantasy, Mecha, Sci-Fi",OVA,1.0,1924,6.23
DRAMAtical Murder OVA: Data_xx_Transitory,"Drama, Psychological, Sci-Fi, Shounen Ai",Special,1.0,12469,6.23
Duel Masters Movie 3: Honoo no Kizuna XX,"Game, Shounen",Movie,1.0,436,6.23
Gakkou no Kaidan Recaps,"Horror, Mystery, Supernatural",Special,2.0,547,6.23
Gun-dou Musashi,"Adventure, Fantasy, Samurai",TV,26.0,3955,6.23
Gunslinger Stratos: The Animation,"Action, Sci-Fi",TV,12.0,47587,6.23
Luck &amp; Logic,"Action, Fantasy",TV,12.0,48314,6.23
Mahoutsukai Chappy,"Adventure, Kids, Magic",TV,39.0,240,6.23
Majuu Sensen,"Action, Fantasy",OVA,3.0,320,6.23
Master of Epic: The Animation Age,"Comedy, Fantasy, Game",TV,12.0,1139,6.23
Mori no Tonto-tachi,"Fantasy, Kids",TV,23.0,278,6.23
Oishinbo: Nichibei Kome Sensou,"Comedy, Seinen, Slice of Life",Movie,1.0,199,6.23
Persona 2: Another Self,"Action, Demons, Fantasy, Supernatural",Special,1.0,1178,6.23
Queen&#039;s Blade Rebellion vs. Hagure Yuusha no Aesthetica,"Action, Ecchi, Fantasy",Special,1.0,8780,6.23
Shina Dark: Kuroki Tsuki no Ou to Souheki no Tsuki no Himegimi,"Ecchi, Fantasy, Harem, Music",Music,4.0,3730,6.23
Shounen Sunday CM Gekijou: InuYasha-hen,"Action, Demons, Fantasy",Special,2.0,1218,6.23
Street Fighter II: Yomigaeru Fujiwara-Kyou - Toki wo Kaketa Fighter-tachi,"Action, Historical, Martial Arts, Shounen",OVA,1.0,776,6.23
Super Doll Licca-chan: Licca-chan Zettai Zetsumei! Doll Knights no Kiseki,"Action, Adventure, Fantasy, Kids, Magic, Shoujo, Super Power",Movie,1.0,295,6.23
Thermae Romae x LOFT Collaboration,"Comedy, Historical, Seinen",Special,1.0,467,6.23
Yumemiru Topo Gigio,"Adventure, Comedy, Kids",TV,13.0,429,6.23
Chivas 1-2-3,"Action, Comedy, Ecchi, Fantasy, Supernatural",OVA,2.0,2011,6.22
Duel Masters Victory V3,"Action, Adventure, Comedy, Shounen",TV,51.0,364,6.22
Haitai Nanafa 2nd Season,"Comedy, Supernatural",TV,13.0,1915,6.22
I: Wish You Were Here,"Action, Drama, Mystery, Sci-Fi",TV,4.0,6017,6.22
Kakomareta Sekai,Drama,ONA,1.0,786,6.22
Kenzen Robo Daimidaler Specials,"Comedy, Ecchi, Mecha, Seinen",Special,6.0,3816,6.22
Kimagure Robot,"Comedy, Fantasy, Sci-Fi",TV,10.0,1521,6.22
Kujakuou,"Action, Demons, Horror",OVA,3.0,949,6.22
Metal Skin Panic MADOX-01,"Action, Mecha, Sci-Fi",OVA,1.0,2030,6.22
Miss Monochrome: Watashi dake no Monogatari,Music,Music,1.0,1634,6.22
Ninku (Movie),"Action, Adventure, Comedy, Historical, Martial Arts, Shounen",Movie,1.0,887,6.22
Piece,Music,Music,1.0,1143,6.22
Sacred Seven: Shirogane no Tsubasa Picture Drama,"Action, Comedy, School, Sci-Fi, Super Power",Special,2.0,1589,6.22
Time Bokan Series: Zenderman,"Action, Adventure, Comedy, Mecha, Sci-Fi, Super Power",TV,52.0,298,6.22
Visions of Frank: Short Films by Japan&#039;s Most Audacious Animators,Dementia,Movie,9.0,267,6.22
Backkom Sports,"Comedy, Kids, Sports",TV,52.0,131,6.21
Birthday Boy,"Action, Drama, Historical, Military",Movie,1.0,1196,6.21
Chokin Senshi Cashman,"Action, Comedy",OVA,1.0,366,6.21
Detatoko Princess,"Comedy, Fantasy",OVA,3.0,1220,6.21
Gekkou no Pierce: Yumemi to Gin no Bara no Kishidan,"Fantasy, Mystery, Romance, Shoujo",OVA,1.0,348,6.21
Giant Robo Gaiden Ginrei,"Comedy, Ecchi, Mecha, Parody, Sci-Fi, Shounen, Super Power",OVA,3.0,2223,6.21
Hand Maid Mai,"Comedy, Ecchi, Romance, Sci-Fi",OVA,1.0,2621,6.21
Hime Gal♥Paradise,Shoujo,OVA,9.0,563,6.21
Juuippiki no Neko,Fantasy,Movie,1.0,400,6.21
Kishin Houkou Demonbane,"Comedy, Drama, Mecha, Sci-Fi",OVA,1.0,7024,6.21
Koutetsu Tenshi Kurumi Zero,"Drama, Romance, Sci-Fi",OVA,3.0,3896,6.21
Kujibiki Unbalance,"Comedy, Romance, School",OVA,3.0,8291,6.21
Makasete Iruka!,"Action, Comedy, School",OVA,1.0,893,6.21
Mashiro-iro Symphony: Airi ga Anata no Kanojo ni!?,"Harem, Romance",Special,1.0,6004,6.21
Match Uri no Shoujo,"Drama, Kids",Movie,1.0,158,6.21
Mezame no Hakobune,Fantasy,OVA,1.0,1867,6.21
Mobile Suit SD Gundam Mk IV,"Mecha, Parody, Sci-Fi",OVA,2.0,1756,6.21
Mutekiou Tri-Zenon,"Mecha, Sci-Fi",TV,22.0,483,6.21
Peeping Life: World History,"Comedy, Historical, Slice of Life",ONA,40.0,361,6.21
Queen&#039;s Blade OVA Specials,"Action, Adventure, Ecchi, Fantasy",Special,2.0,5535,6.21
Shingeki no Bahamut: Genesis Recap,"Action, Adventure, Demons, Fantasy, Magic, Supernatural",Special,1.0,6785,6.21
Shining Hearts: Shiawase no Pan,"Action, Fantasy",TV,12.0,27273,6.21
Socket,Kids,OVA,1.0,157,6.21
Tobe! Kujira no Peek,"Adventure, Drama",Movie,1.0,286,6.21
Vanquished Queens,"Action, Adventure, Ecchi, Fantasy",OVA,4.0,5462,6.21
Abarenbou Rikishi!! Matsutarou,"Seinen, Sports",TV,23.0,5568,6.2
Bakumatsu Gijinden Roman,"Fantasy, Historical",TV,12.0,7816,6.2
Bakumatsu Rock,"Action, Comedy, Historical, Music, Shoujo",TV,12.0,18680,6.2
Baoh Raihousha,"Action, Martial Arts, Sci-Fi, Shounen, Space, Super Power",OVA,1.0,5520,6.2
Blame!,"Mecha, Sci-Fi",ONA,6.0,13802,6.2
D4 Princess,"Action, Comedy, Magic, Mecha, Sci-Fi",TV,24.0,1514,6.2
"Dance, Dance, Dance","Fantasy, Music",Music,1.0,376,6.2
Fate/Zero Cafe,"Comedy, Parody",Movie,1.0,8130,6.2
Gulliver no Uchuu Ryokou,"Adventure, Sci-Fi",Movie,1.0,527,6.2
Hey! Bumboo,"Adventure, Cars, Kids",TV,130.0,677,6.2
Houkago no Pleiades,Magic,ONA,4.0,13618,6.2
Ichigeki Sacchuu!! Hoihoi-san,"Comedy, Sci-Fi, Slice of Life",OVA,1.0,5404,6.2
Itsudatte My Santa!,"Comedy, Ecchi, Fantasy, Romance, Shounen",OVA,2.0,8206,6.2
Jewelpet Movie: Sweets Dance Princess,"Fantasy, Magic, Shoujo",Movie,1.0,581,6.2
Jishu Seisaku Movie Binchou-tan,"Music, Slice of Life",Music,1.0,1781,6.2
Kishin Houkou Demonbane (TV) Specials,"Magic, Mecha, Sci-Fi, Supernatural",Special,2.0,571,6.2
Koisuru Tenshi Angelique: Chibi Character Adventure 2,"Adventure, Comedy",Special,1.0,416,6.2
Kuroi Kikori to Shiroi Kikori,Fantasy,Movie,1.0,179,6.2
Licca-chan Fushigi na Mahou no Ring,"Adventure, Fantasy",OVA,2.0,295,6.2
Love♥Love? Specials,"Comedy, Ecchi, Harem, Romance",Special,4.0,3935,6.2
M3: Sono Kuroki Hagane Recap,"Action, Mecha",Special,1.0,1022,6.19
MAPS: Densetsu no Samayoeru Seijin-tachi,"Action, Adventure, Drama, Sci-Fi, Shounen, Space",OVA,1.0,402,6.2
Metal Fighter Miku,"Comedy, Sci-Fi, Shounen, Sports",TV,13.0,1377,6.2
Outlanders,"Adventure, Comedy, Ecchi, Sci-Fi, Shounen",OVA,1.0,2655,6.2
Sengoku Kitan Youtouden,"Action, Demons, Martial Arts",OVA,3.0,982,6.2
Shadow Skill: Kurudaryuu Kousatsuhou no Himitsu,"Adventure, Drama, Fantasy, Shounen",OVA,1.0,1449,6.2
Soul Worker: Your Destiny Awaits,"Action, Fantasy, Sci-Fi",ONA,5.0,430,6.2
Super Kuma-san,"Comedy, Fantasy",Special,1.0,534,6.2
Teekyuu 6 Specials,"Comedy, Shounen, Sports",Special,2.0,677,6.2
Thermae Romae: Kodai Romajin ga Uchuu e,"Comedy, Seinen, Space",Special,1.0,749,6.2
Zoku Attacker You! Kin Medal e no Michi,"Romance, Sports",TV,52.0,340,6.2
21 Emon,"Comedy, Sci-Fi, Space",TV,39.0,314,6.19
Akai Kiba: Blue Sonnet,"Action, Drama, Sci-Fi, Shoujo, Super Power",OVA,5.0,1024,6.19
Andromeda Stories,"Action, Drama, Fantasy, Sci-Fi, Space",Special,1.0,737,6.19
Apfelland Monogatari,"Adventure, Drama, Historical",Movie,1.0,818,6.19
Barbapapa (1977),"Comedy, Fantasy, Kids",TV,48.0,236,6.19
Barbapapa Sekai wo Mawaru,"Adventure, Comedy",TV,50.0,528,6.19
Ben-To Picture Drama,Comedy,Special,6.0,6718,6.19
Chiba Pedal: Yowamushi Pedal to Manabu Jitensha Koutsuuanzen,"Shounen, Sports",ONA,6.0,1867,6.2
Ebiten: Kouritsu Ebisugawa Koukou Tenmonbu Specials,"Comedy, Ecchi, Parody, School, Shounen",Special,5.0,2744,6.19
Ginga e Kickoff!!: Natsuyasumi Special,Sports,Special,1.0,762,6.19
Gundam: G no Reconguista - From the Past to the Future,"Action, Mecha, Sci-Fi, Space",Special,1.0,736,6.2
Gunslinger Stratos,"Action, Sci-Fi",ONA,1.0,2666,6.19
Hengen Taima Yakou Karura Mau! Nara Onryou Emaki,"Action, Adventure, Demons, Fantasy, Horror, Shoujo, Supernatural",Movie,1.0,506,6.19
Ichirin-sha,"Action, Mecha, Sci-Fi, Seinen",ONA,1.0,804,6.19
Kikou Kai Galient OVA,"Action, Fantasy, Mecha, Sci-Fi",OVA,3.0,328,6.19
Mahou Gakuen Lunar! Aoi Ryuu no Himitsu,"Comedy, Fantasy, Magic",Movie,1.0,833,6.19
Mobile Suit SD Gundam Festival,"Action, Comedy, Fantasy, Mecha, Parody",Movie,1.0,913,6.19
Mou Hitotsu no Mirai wo.,Sci-Fi,ONA,3.0,6580,6.19
Muybridge no Ito,Drama,Movie,1.0,797,6.19
Samurai Gun Special,"Action, Historical, Seinen",Special,1.0,370,6.19
Scan2Go,"Cars, Kids, Shounen, Space, Sports",TV,52.0,642,6.19
Taisei Kensetsu: Sri Lanka Kousokudouro,Drama,Special,1.0,1906,6.19
The Samurai,"Comedy, Romance, School, Shounen",OVA,1.0,839,6.19
Tobira wo Akete (1995),"Dementia, Fantasy",OVA,1.0,2351,6.19
Tsuritama: Harikitte Contest,"Comedy, Sci-Fi, Slice of Life, Sports",Special,1.0,913,6.19
Vocaloid China Project Senden Animation,"Fantasy, Music",Music,5.0,1582,6.19
Wooser no Sono Higurashi: Ken to Pants to Wooser to,"Comedy, Fantasy, Slice of Life",Special,1.0,2209,6.19
Zeonic Toyota Special Movie,Cars,ONA,2.0,1251,6.19
Big Order,"Action, Shounen, Super Power",OVA,1.0,17237,6.18
Chuumon no Ooi Ryouriten,"Fantasy, Horror, Supernatural",Movie,1.0,374,6.18
Haitai Nanafa,"Comedy, Supernatural",TV,13.0,5907,6.18
Hakushon Daimaou,"Comedy, Fantasy",TV,52.0,692,6.18
Hana wa Saku: Touhoku ni Saku,"Fantasy, Kids",Special,1.0,557,6.18
Hokuto no Ken: Legend of Heroes,"Action, Martial Arts",Special,1.0,1906,6.18
Lemon Angel (1988),Ecchi,TV,9.0,567,6.18
Mahou Sensou,"Action, Fantasy, Magic",TV,12.0,104192,6.18
Marvel Disk Wars: The Avengers,"Action, Kids, Super Power",TV,51.0,3953,6.18
Mousou Kagaku Series: Wandaba Style,"Comedy, Sci-Fi",TV,12.0,2077,6.18
Nisshin Seifun Group CM,"Kids, Slice of Life",Special,3.0,380,6.18
Oyako Club,"Comedy, Slice of Life",TV,1818.0,160,6.18
SAI: Part 1 / Revolving... to the Core,"Fantasy, Music",Music,1.0,306,6.18
Seoul-yeok,"Horror, Thriller",Movie,1.0,405,6.18
Shin Calimero,Comedy,TV,52.0,1016,6.18
Shinshaku Sengoku Eiyuu Densetsu: Sanada Juu Yuushi,"Historical, Military",Special,1.0,560,6.18
Soratobu Toshi Keikaku,"Music, Sci-Fi",Music,1.0,1163,6.18
Stratos 4 OVA: Stratos 4.1 - Dutch Roll,"Action, Military, Parody, Sci-Fi",Special,1.0,239,6.18
The Borgman: Last Battle,"Action, Demons, Sci-Fi, Shounen",OVA,1.0,386,6.18
Utsunomiko: Heaven Chapter,"Adventure, Demons, Fantasy",OVA,13.0,333,6.18
Ashinaga Ojisan,"Comedy, Drama, Shoujo",Special,1.0,232,6.17
Chain Chronicle: Short Animation,"Action, Adventure, Fantasy, Magic, Shounen",OVA,8.0,2814,6.17
"Chiisana Obake Acchi, Kocchi, Socchi","Comedy, Supernatural",TV,50.0,1226,6.17
Chu Feng: B.E.E,"Action, Comedy, Fantasy, Mecha, Romance, School, Sci-Fi",ONA,6.0,11481,6.17
Eightman,"Action, Drama, Mecha, Sci-Fi",TV,56.0,629,6.17
Gokujo.: Souda Onsen ni Ikou!!,"Comedy, Ecchi, Shoujo Ai",Special,1.0,2288,6.17
Hitotsubu ni Kawaranu Ai wo Komete,"Magic, Slice of Life",ONA,1.0,1287,6.17
Isuca,"Action, Comedy, Ecchi, Romance, School, Seinen, Supernatural",TV,10.0,63638,6.17
Kakko Kawaii Sengen! 2,Comedy,TV,10.0,324,6.17
Kamisama Minarai: Himitsu no Cocotama,"Fantasy, Kids, Magic",TV,1.0,1413,6.17
Kara no Kyoukai: Mirai Fukuin - Manner Movie,Drama,Movie,1.0,4260,6.17
Kawasaki Frontale x Tentai Senshi Sunred,"Comedy, Parody, Seinen, Sports, Super Power",Special,4.0,363,6.17
Kaze no Matasaburou,"Fantasy, Kids, Slice of Life",OVA,1.0,371,6.17
Kaze no Toori Michi,Music,Music,1.0,1902,6.17
Last Exile: Doyou no Asa,"Comedy, Parody, Sci-Fi",Special,3.0,626,6.17
Mouse,"Action, Comedy, Ecchi, Harem, Shounen",TV,12.0,10979,6.17
